,features,coef
479,cit_Hydesville,0.0014608512829303512
480,cit_Idyllwild,0.0
481,cit_Igo,0.0
482,cit_Imperial,0.0018469118252417034
483,cit_Imperial Beach,0.006074686853175995
484,cit_Independence,-0.00023787826104741954
485,cit_Indian Wells,0.0
486,cit_Indio,-0.0002068084569610464
487,cit_Inglewood,-0.023418765767315584
488,cit_Inverness,-2.357752119284401e-05
489,cit_Inyokern,0.0035381515186860128
490,cit_Ione,-0.08184051762460187
491,cit_Irvine,-0.013104789032991974
492,cit_Isleton,0.0
493,cit_Ivanhoe,0.0011360564233667493
494,cit_Jackson,0.0
495,cit_Jacumba,0.008791034870141321
496,cit_Jamestown,-0.0012616103972856393
497,cit_Jamul,0.0
498,cit_Janesville,0.0
499,cit_Jenner,-0.00342909310652596
500,cit_Johannesburg,0.0
501,cit_Jolon,0.0
502,cit_Joshua Tree,-0.0025658059422933115
503,cit_Julian,0.0
504,cit_Junction City,-0.0008285953833527188
505,cit_June Lake,-0.05657912531074779
506,cit_Keeler,-0.002791814341903112
507,cit_Keene,0.002190177802269141
508,cit_Kelseyville,0.0
509,cit_Kenwood,0.0
510,cit_Kerman,-0.0010357998769351326
511,cit_Kernville,-0.0028545710330906923
512,cit_Kettleman City,0.0
513,cit_Keyes,0.0
514,cit_King City,-0.1101730230371805
515,cit_Kings Beach,-0.0025286639524348792
516,cit_Kingsburg,0.0
517,cit_Kirkwood,0.0
518,cit_Klamath,-0.0007411423637640848
519,cit_Klamath River,0.0
520,cit_Kneeland,0.0
521,cit_Knights Landing,-0.0004945961542944189
522,cit_Korbel,0.0
523,cit_Kyburz,0.0
524,cit_La Canada Flintridge,0.0009717866716548947
525,cit_La Crescenta,-0.0013863238939849766
526,cit_La Grange,0.0
527,cit_La Habra,-0.0017763055163901673
528,cit_La Honda,-4.342519393149162e-05
529,cit_La Jolla,-3.439364016405909e-06
530,cit_La Mesa,0.007833394433575027
531,cit_La Mirada,-0.009449009563020597
532,cit_La Palma,0.0
533,cit_La Puente,6.0387273648686505e-05
534,cit_La Quinta,-0.015660359747738835
535,cit_La Verne,-0.0005807732233483381
536,cit_Ladera Ranch,0.0
537,cit_Lafayette,-0.0002518281117526404
538,cit_Laguna Beach,-0.26623686773780303
539,cit_Laguna Hills,0.0
540,cit_Laguna Niguel,-0.0017796945150583947
541,cit_Lagunitas,0.0
542,cit_Lake Arrowhead,-0.0048813961665595505
543,cit_Lake City,0.0
544,cit_Lake Elsinore,-0.00345542742288007
545,cit_Lake Forest,0.0
546,cit_Lake Hughes,0.0009127820549775877
547,cit_Lake Isabella,0.0
548,cit_Lakehead,0.03205672028375166
549,cit_Lakeport,0.025294524856798672
550,cit_Lakeshore,0.0
551,cit_Lakeside,-0.00017324604427059107
552,cit_Lakewood,0.0004966071689069428
553,cit_Lamont,0.0
554,cit_Lancaster,-0.0005417001965017598
555,cit_Landers,-9.833754201795826e-05
556,cit_Larkspur,-0.007311106104765274
557,cit_Lathrop,-0.003016388850735185
558,cit_Laton,0.0
559,cit_Lawndale,0.0
560,cit_Laytonville,-6.224004001976341e-05
561,cit_Le Grand,-7.916316163202803e-05
562,cit_Lebec,-5.70620995543898e-06
563,cit_Lee Vining,0.004173476647644044
564,cit_Leggett,-0.15081315704687387
565,cit_Lemon Cove,-0.0002998886911954676
566,cit_Lemon Grove,-0.006617392434072372
567,cit_Lemoore,0.0
568,cit_Lewiston,0.013208327780522862
569,cit_Likely,0.0
570,cit_Lincoln,0.0
571,cit_Linden,0.0
572,cit_Lindsay,-0.03426479331329029
573,cit_Litchfield,0.0
574,cit_Little River,-0.000716615492986426
575,cit_Littlerock,0.0
576,cit_Live Oak,0.0
577,cit_Livermore,0.011466860503691289
578,cit_Livingston,0.00014695866853386082
579,cit_Llano,-0.026848390816406418
580,cit_Lockeford,0.0
581,cit_Lockwood,-0.00033382921441504985
582,cit_Lodi,-0.023389876004554045
583,cit_Loleta,0.0
584,cit_Loma Linda,-0.0002755525121198436
585,cit_Loma Mar,-0.0008572945295786695
586,cit_Lomita,0.0
587,cit_Lompoc,-9.923265387218379e-05
588,cit_Lone Pine,0.0
589,cit_Long Barn,0.0
590,cit_Long Beach,0.5819704614015911
591,cit_Lookout,0.0
592,cit_Loomis,-9.09275516069614e-06
593,cit_Los Alamitos,-0.00018166263522472446
594,cit_Los Alamos,0.0018482745002000678
595,cit_Los Altos,-9.259929599764373e-05
596,cit_Los Angeles,0.17594857801246586
597,cit_Los Banos,-0.001037197670677079
598,cit_Los Gatos,0.011388598404681321
599,cit_Los Molinos,0.0
600,cit_Los Olivos,-0.00060120842493405
601,cit_Los Osos,0.0
602,cit_Lost Hills,-0.0018173860609495569
603,cit_Lotus,-0.003915094971538203
604,cit_Lower Lake,-7.07369625014115e-05
605,cit_Loyalton,-0.016687233289293352
606,cit_Lucerne,-0.00212127924640937
607,cit_Lucerne Valley,0.0017586916958014082
608,cit_Ludlow,0.0024514805035683114
609,cit_Lynwood,0.0
610,cit_Lytle Creek,0.0
611,cit_Macdoel,0.0
612,cit_Mad River,0.0
613,cit_Madeline,0.0
614,cit_Madera,-0.005118013065207406
615,cit_Madison,0.0
616,cit_Magalia,0.0
617,cit_Malibu,-0.0002973207687089763
618,cit_Mammoth Lakes,-0.003192470166413397
619,cit_Manchester,0.0
620,cit_Manhattan Beach,0.0
621,cit_Manteca,-0.0022193447288002864
622,cit_Manton,-0.0018518667787263186
623,cit_March Air Reserve Base,0.0
624,cit_Maricopa,0.0
625,cit_Marina,0.0
626,cit_Marina Del Rey,0.00425251335475244
627,cit_Mariposa,-0.006610417137501851
628,cit_Markleeville,-0.002302350773396388
629,cit_Marshall,-0.18040907923175467
630,cit_Martinez,0.005993664504653734
631,cit_Marysville,0.0
632,cit_Mather,0.0
633,cit_Maxwell,-0.030495229621965603
634,cit_Maywood,-6.3761129017289e-05
635,cit_Mc Farland,0.0
636,cit_Mc Kittrick,0.006685339609679418
637,cit_Mcarthur,0.0002522549955542491
638,cit_Mccloud,-0.00014061889432170007
639,cit_Mckinleyville,0.0
640,cit_Meadow Valley,0.15629292703718609
641,cit_Meadow Vista,0.0
642,cit_Mecca,-0.006071193301086097
643,cit_Mendocino,0.0
644,cit_Mendota,0.0
645,cit_Menifee,0.0
646,cit_Menlo Park,-9.123803616500339e-05
647,cit_Mentone,0.0
648,cit_Merced,-0.0030660950059687134
649,cit_Meridian,-0.002791127491541915
650,cit_Mi Wuk Village,0.004816425172084064
651,cit_Middletown,0.0
652,cit_Midpines,0.0
653,cit_Midway City,0.0
654,cit_Milford,-0.00030425512264723576
655,cit_Mill Creek,0.0
656,cit_Mill Valley,-0.00029300850473989114
657,cit_Millbrae,0.0011917813882625944
658,cit_Millville,-0.0006248451653390139
659,cit_Milpitas,0.0
660,cit_Mineral,-0.012250338739246414
661,cit_Mira Loma,-0.02894272112458697
662,cit_Miramonte,-7.382438453432589e-06
663,cit_Miranda,0.1706870890805996
664,cit_Mission Hills,-0.08057670021238154
665,cit_Mission Viejo,-0.0009806400215487448
666,cit_Modesto,-0.07151319099598809
667,cit_Mojave,0.0
668,cit_Mokelumne Hill,0.0
669,cit_Monrovia,-0.005321613038249017
670,cit_Montague,0.0
671,cit_Montara,-0.0588021422612317
672,cit_Montclair,0.0
673,cit_Monte Rio,-0.004241407542239288
674,cit_Montebello,0.0
675,cit_Monterey,-6.523401412168152e-05
676,cit_Monterey Park,-0.017316895001545974
677,cit_Montgomery Creek,0.0
678,cit_Montrose,-0.008379641508281736
679,cit_Moorpark,0.010393933137650092
680,cit_Moraga,0.008945386025231164
681,cit_Moreno Valley,-0.0028539300246879823
682,cit_Morgan Hill,0.00605031078271006
683,cit_Morongo Valley,-0.000860487588613522
684,cit_Morro Bay,0.19790587662240303
685,cit_Moss Beach,-0.0014190413142691346
686,cit_Moss Landing,-0.0009766941402411195
687,cit_Mount Hamilton,-0.0013355903612494054
688,cit_Mount Hermon,-0.0007643098891794665
689,cit_Mount Laguna,0.0
690,cit_Mount Shasta,-0.12016014930098418
691,cit_Mountain Center,-0.001252353901538316
692,cit_Mountain Ranch,0.0
693,cit_Mountain View,-0.0029114615630835574
694,cit_Mt Baldy,-0.001918987374701396
695,cit_Murphys,0.014692870602164922
696,cit_Murrieta,-0.0026961189536292137
697,cit_Myers Flat,0.0
698,cit_Napa,0.0001719637228266967
699,cit_National City,-0.004698957126763418
700,cit_Navarro,-0.2219408042772786
701,cit_Needles,0.0
702,cit_Nevada City,-0.023465809550035126
703,cit_New Cuyama,0.0
704,cit_Newark,-0.0001724878527528298
705,cit_Newberry Springs,0.0
706,cit_Newbury Park,0.0
707,cit_Newcastle,-0.0008092965386666871
708,cit_Newhall,-0.000469969782078901
709,cit_Newman,0.004158690541393967
710,cit_Newport Beach,0.0
711,cit_Newport Coast,0.0
712,cit_Nicasio,0.0
713,cit_Nice,-0.00023873312765846697
714,cit_Nicolaus,-0.0014153349016510302
715,cit_Niland,-0.02791900448443926
716,cit_Nipomo,0.04543339933913269
717,cit_Nipton,-2.054840856322635e-05
718,cit_Norco,0.0
719,cit_North Fork,0.01933156542635019
720,cit_North Highlands,-0.0046556645788793285
721,cit_North Hills,-0.001415734873679259
722,cit_North Hollywood,0.0023550457106884925
723,cit_North Palm Springs,0.0
724,cit_North San Juan,-0.005368402956502527
725,cit_Northridge,-0.026524265683815485
726,cit_Norwalk,-0.07769103074258156
727,cit_Novato,-0.10112469133193266
728,cit_Nubieber,-0.0021687033103812985
729,cit_Nuevo,-7.035523984784173e-05
730,cit_O Neals,-0.003160966464608356
731,cit_Oak Park,-0.0005153073322941075
